AAANNN.p,SZS,v8.2.0,v8.1.0,v8.0.0,v7.5.0,v7.4.0,v7.3.0,v7.2.0,v7.1.0,v7.0.0,v6.4.0,v6.3.0
LCL641+1.005,CSA,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00
LCL641+1.010,CSA,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00
LCL641+1.015,CSA,0.33,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.25
LCL641+1.020,CSA,0.33,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.25
LCL642+1.001,THM,0.06,0.20,0.14,0.14,0.14,0.06,0.14,0.17,0.00,0.07,0.21
LCL642+1.005,THM,0.12,0.27,0.21,0.21,0.29,0.25,0.29,0.33,0.25,0.29,0.29
LCL642+1.010,THM,0.19,0.33,0.36,0.36,0.38,0.25,0.29,0.33,0.25,0.29,0.29
LCL642+1.015,THM,0.19,0.40,0.36,0.36,0.43,0.25,0.29,0.33,0.25,0.29,0.29
LCL642+1.020,THM,0.25,0.47,0.36,0.36,0.48,0.31,0.43,0.33,0.25,0.29,0.29
LCL643+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL643+1.005,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL643+1.010,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL643+1.015,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL643+1.020,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL644+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL644+1.005,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL644+1.010,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL644+1.015,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL644+1.020,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL645-10.001,SAT,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
LCL645+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL645+1.005,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL645+1.010,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL645+1.015,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL645+1.020,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL646+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL646+1.005,THM,0.12,0.20,0.29,0.29,0.29,0.25,0.00,0.00,0.00,0.21,0.14
LCL646+1.010,THM,1.00,1.00,1.00,1.00,1.00,1.00,0.86,0.83,0.75,0.93,0.93
LCL646+1.015,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL646+1.020,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL647+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL647+1.005,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL647+1.010,CSA,0.67,0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.67,0.67,0.75
LCL647+1.015,CSA,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL647+1.020,CSA,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL648+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL648+1.005,THM,0.12,0.27,0.21,0.21,0.29,0.12,0.14,0.17,0.25,0.14,0.07
LCL648+1.010,THM,0.88,0.80,0.79,0.79,0.90,0.75,0.86,0.67,0.50,0.79,0.64
LCL648+1.015,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL648+1.020,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL649+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL649+1.005,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL649+1.010,CSA,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL649+1.015,CSA,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL649+1.020,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.33,0.25
LCL650+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL650+1.005,THM,0.12,0.27,0.21,0.21,0.29,0.25,0.14,0.33,0.25,0.21,0.21
LCL650+1.010,THM,0.56,0.73,0.64,0.64,0.76,0.81,0.86,0.83,0.75,0.71,0.86
LCL650+1.015,THM,0.75,0.87,0.71,0.71,0.90,0.88,0.86,0.83,0.75,0.93,0.86
LCL650+1.020,THM,0.81,0.93,0.86,0.86,0.95,0.94,0.86,0.83,0.75,0.93,0.93
LCL651+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL651+1.005,CSA,0.67,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00
LCL651+1.010,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL651+1.015,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.67,0.25
LCL651+1.020,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.67,0.25
LCL652+1.001,THM,0.06,0.27,0.29,0.29,0.29,0.19,0.14,0.17,0.25,0.29,0.21
LCL652+1.005,THM,0.44,0.53,0.50,0.50,0.57,0.50,0.43,0.67,0.75,0.57,0.50
LCL652+1.010,THM,0.50,0.67,0.57,0.57,0.67,0.56,0.71,0.83,0.75,0.64,0.64
LCL652+1.015,THM,0.69,0.73,0.64,0.64,0.71,0.62,0.57,0.67,0.75,0.71,0.71
LCL652+1.020,THM,0.69,0.80,0.79,0.79,0.81,0.69,0.71,0.67,0.75,0.71,0.64
LCL653+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL653+1.005,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.00
LCL653+1.010,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.00
LCL653+1.015,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL653+1.020,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL654+1.001,THM,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00
LCL654+1.005,THM,0.75,0.67,0.71,0.71,0.76,0.62,0.57,0.50,0.25,0.86,0.79
LCL654+1.010,THM,1.00,0.93,0.93,0.93,1.00,1.00,1.00,0.83,1.00,1.00,1.00
LCL654+1.015,THM,1.00,1.00,0.93,0.93,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL654+1.020,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL655+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL655+1.005,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL655+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL655+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL655+1.020,CSA,0.33,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.50
LCL656+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL656+1.005,THM,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.07
LCL656+1.010,THM,0.19,0.20,0.29,0.29,0.29,0.19,0.14,0.00,0.00,0.21,0.14
LCL656+1.015,THM,0.38,0.47,0.43,0.43,0.48,0.38,0.29,0.17,0.25,0.43,0.57
LCL656+1.020,THM,0.56,0.53,0.64,0.64,0.67,0.56,0.57,0.50,0.50,0.57,0.71
LCL657+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL657+1.005,CSA,0.33,0.67,0.33,0.33,0.33,0.00,0.33,0.33,0.33,0.33,0.50
LCL657+1.010,CSA,0.67,0.67,0.33,0.33,0.67,0.33,0.67,0.67,0.67,0.67,0.75
LCL657+1.015,CSA,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.75
LCL657+1.020,CSA,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.75
LCL658+1.001,THM,0.06,0.20,0.21,0.21,0.19,0.25,0.29,0.33,0.25,0.14,0.29
LCL658+1.005,THM,0.38,0.40,0.43,0.43,0.48,0.31,0.57,0.50,0.25,0.29,0.36
LCL658+1.010,THM,0.69,0.67,0.71,0.71,0.71,0.56,0.71,0.50,0.25,0.79,0.79
LCL658+1.015,THM,0.75,0.80,0.79,0.79,0.76,0.75,0.86,0.67,0.50,0.93,0.79
LCL658+1.020,THM,0.81,0.80,0.79,0.79,0.81,0.81,0.86,0.67,0.75,1.00,0.86
LCL659+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL659+1.005,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL659+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL659+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.33,0.00
LCL659+1.020,CSA,0.67,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL660+1.001,THM,0.25,0.47,0.36,0.36,0.43,0.31,0.29,0.33,0.25,0.29,0.50
LCL660+1.005,THM,0.31,0.47,0.36,0.36,0.48,0.31,0.43,0.50,0.25,0.36,0.36
LCL660+1.010,THM,0.31,0.40,0.43,0.43,0.67,0.38,0.29,0.33,0.25,0.50,0.50
LCL660+1.015,THM,0.38,0.40,0.43,0.43,0.62,0.31,0.43,0.50,0.25,0.43,0.57
LCL660+1.020,THM,0.44,0.53,0.57,0.57,0.71,0.50,0.43,0.33,0.25,0.50,0.57
LCL661+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL661+1.005,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL661+1.010,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL661+1.015,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL661+1.020,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL662+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL662+1.005,THM,0.88,0.80,0.64,0.64,0.90,0.88,0.71,0.67,0.50,0.86,0.93
LCL662+1.010,THM,0.94,0.93,0.86,0.86,0.95,0.94,0.86,0.83,0.75,1.00,1.00
LCL662+1.015,THM,0.94,0.93,0.93,0.93,0.95,0.94,0.86,0.83,0.75,1.00,1.00
LCL662+1.020,THM,0.94,0.93,0.93,0.93,0.95,0.94,0.86,0.83,0.75,1.00,1.00
LCL663+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL663+1.005,CSA,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL663+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL663+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00
LCL663+1.020,CSA,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.25
LCL664+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL664+1.005,THM,0.19,0.27,0.21,0.21,0.19,0.12,0.14,0.00,0.00,0.14,0.07
LCL664+1.010,THM,0.81,0.87,0.86,0.86,0.86,0.75,0.86,0.67,0.75,0.86,0.93
LCL664+1.015,THM,0.88,0.87,0.86,0.86,0.95,0.88,0.86,0.83,0.75,0.86,0.93
LCL664+1.020,THM,0.88,0.87,0.93,0.93,0.95,0.94,0.86,0.83,0.75,0.93,0.93
LCL665+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL665+1.005,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL665+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL665+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL665+1.020,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL666+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL666+1.005,THM,0.12,0.20,0.21,0.21,0.24,0.12,0.14,0.17,0.25,0.14,0.07
LCL666+1.010,THM,0.88,0.80,0.79,0.79,0.86,0.75,0.86,0.67,0.50,0.71,0.71
LCL666+1.015,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL666+1.020,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL667+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL667+1.005,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL667+1.010,CSA,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL667+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL667+1.020,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.25
LCL668+1.001,THM,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.07,0.00
LCL668+1.005,THM,0.44,0.47,0.43,0.43,0.57,0.44,0.43,0.17,0.25,0.57,0.57
LCL668+1.010,THM,0.50,0.47,0.50,0.50,0.67,0.56,0.57,0.33,0.50,0.79,0.64
LCL668+1.015,THM,0.62,0.60,0.57,0.57,0.71,0.56,0.57,0.33,0.50,0.71,0.64
LCL668+1.020,THM,0.75,0.67,0.64,0.64,0.76,0.75,0.71,0.50,0.75,0.86,0.86
LCL669+1.001,CSA,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00
LCL669+1.005,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.00
LCL669+1.010,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL669+1.015,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL669+1.020,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL670+1.001,THM,0.19,0.33,0.29,0.29,0.38,0.19,0.14,0.17,0.25,0.29,0.43
LCL670+1.005,THM,0.81,0.87,0.79,0.79,0.86,0.81,0.71,0.50,0.50,0.86,0.93
LCL670+1.010,THM,0.94,0.93,0.93,0.93,0.95,0.94,0.86,0.67,0.75,1.00,1.00
LCL670+1.015,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.83,1.00,1.00,1.00
LCL670+1.020,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL671+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL671+1.005,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.00
LCL671+1.010,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.00
LCL671+1.015,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL671+1.020,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL672+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL672+1.005,THM,0.19,0.33,0.43,0.43,0.48,0.31,0.43,0.33,0.50,0.21,0.21
LCL672+1.010,THM,0.56,0.73,0.71,0.71,0.76,0.75,0.71,0.50,0.50,0.64,0.79
LCL672+1.015,THM,0.75,0.80,0.79,0.79,0.81,0.75,0.86,0.67,0.50,0.86,0.86
LCL672+1.020,THM,0.81,0.80,0.79,0.79,0.86,0.88,0.86,0.67,0.50,1.00,0.86
LCL673+1.001,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL673+1.005,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.00
LCL673+1.010,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL673+1.015,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL673+1.020,CSA,0.67,0.33,0.00,0.00,0.33,0.33,0.33,0.33,0.67,0.67,0.75
LCL674+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL674+1.005,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07
LCL674+1.010,THM,0.00,0.00,0.14,0.14,0.10,0.06,0.00,0.00,0.00,0.07,0.07
LCL674+1.015,THM,0.06,0.13,0.29,0.29,0.24,0.19,0.00,0.00,0.00,0.14,0.14
LCL674+1.020,THM,0.19,0.27,0.29,0.29,0.29,0.19,0.14,0.17,0.25,0.29,0.21
LCL675+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL675+1.005,CSA,0.33,0.67,0.33,0.33,0.33,0.00,0.33,0.33,0.33,0.00,0.50
LCL675+1.010,CSA,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.75
LCL675+1.015,CSA,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL675+1.020,CSA,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL676+1.001,THM,0.44,0.47,0.29,0.29,0.57,0.44,0.57,0.33,0.25,0.36,0.43
LCL676+1.005,THM,0.50,0.60,0.36,0.36,0.67,0.44,0.57,0.33,0.25,0.43,0.43
LCL676+1.010,THM,0.50,0.60,0.57,0.57,0.71,0.44,0.57,0.33,0.25,0.43,0.43
LCL676+1.015,THM,0.56,0.60,0.57,0.57,0.71,0.50,0.57,0.33,0.25,0.43,0.43
LCL676+1.020,THM,0.62,0.67,0.64,0.64,0.71,0.50,0.57,0.33,0.25,0.43,0.43
LCL677+1.001,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL677+1.005,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL677+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL677+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL677+1.020,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL678+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL678+1.005,THM,0.94,0.93,0.93,0.93,0.95,0.94,0.86,0.83,0.75,0.86,0.93
LCL678+1.010,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL678+1.015,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL678+1.020,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL679+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL679+1.005,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL679+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL679+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL679+1.020,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL680+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL680+1.005,THM,0.75,0.80,0.79,0.79,0.86,0.81,0.57,0.67,0.50,0.93,0.93
LCL680+1.010,THM,0.94,0.93,0.93,0.93,0.95,0.94,0.86,0.83,0.75,0.93,0.93
LCL680+1.015,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL680+1.020,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL681+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL681+1.005,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL681+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL681+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL681+1.020,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.50
LCL682+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL682+1.005,THM,0.25,0.27,0.29,0.29,0.33,0.19,0.29,0.33,0.25,0.21,0.21
LCL682+1.010,THM,0.75,0.80,0.71,0.71,0.90,0.62,0.86,0.67,0.50,0.93,0.79
LCL682+1.015,THM,0.81,0.87,0.86,0.86,0.90,0.88,0.86,0.67,0.75,0.93,0.93
LCL682+1.020,THM,0.81,0.87,0.86,0.86,0.95,0.94,0.86,0.67,0.75,0.93,1.00
LCL683+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL683+1.005,CSA,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
LCL683+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL683+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL683+1.020,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL684+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL684+1.005,THM,0.19,0.20,0.29,0.29,0.43,0.12,0.14,0.17,0.25,0.21,0.07
LCL684+1.010,THM,0.94,0.87,0.86,0.86,0.95,0.81,0.86,0.67,0.50,0.79,0.71
LCL684+1.015,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL684+1.020,THM,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
LCL685+1.001,CSA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL685+1.005,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL685+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL685+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL685+1.020,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL686+1.001,THM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCL686+1.005,THM,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00
LCL686+1.010,THM,0.06,0.07,0.00,0.00,0.10,0.06,0.14,0.00,0.00,0.00,0.00
LCL686+1.015,THM,0.06,0.07,0.00,0.00,0.10,0.06,0.14,0.00,0.00,0.00,0.00
LCL686+1.020,THM,0.06,0.07,0.07,0.07,0.14,0.06,0.14,0.00,0.00,0.07,0.00
LCL687-10.001,SAT,0.22,0.00,0.25,0.25,0.00,0.00,,,,,
LCL687+1.001,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL687-10.015,SAT,0.22,0.00,0.25,0.25,0.25,0.25,,,,,
LCL687+1.005,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL687+1.010,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL687+1.015,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL687+1.020,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL688+1.001,THM,0.12,0.13,0.14,0.14,0.29,0.12,0.14,0.17,0.25,0.21,0.43
LCL688+1.005,THM,0.88,0.93,0.93,0.93,0.95,0.94,0.86,0.83,0.75,1.00,1.00
LCL688+1.010,THM,0.94,0.93,0.93,0.93,0.95,0.94,0.86,0.83,0.75,1.00,1.00
LCL688+1.015,THM,0.94,0.93,0.93,0.93,0.95,0.94,0.86,0.83,0.75,1.00,1.00
LCL688+1.020,THM,0.94,0.93,0.93,0.93,0.95,0.94,0.86,0.83,0.75,1.00,1.00
LCL689+1.001,CSA,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00
LCL689+1.005,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.00
LCL689+1.010,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
LCL689+1.015,CSA,0.67,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.33,0.25
